date,metal,price
1976-02-12,silver,4.27
1976-02-13,gold,136.00
1976-02-13,silver,4.27
1976-02-17,gold,134.50
1976-02-17,silver,4.26
1976-02-18,gold,134.70
1976-02-18,silver,4.28
1976-02-19,gold,134.90
1976-02-19,silver,4.36
1976-02-20,gold,136.00
1976-02-20,silver,4.35
1976-02-23,gold,135.80
1976-02-23,silver,4.38
1976-02-24,gold,137.90
1976-02-24,silver,4.40
1976-02-25,gold,137.60
1976-02-25,silver,4.36
1976-02-26,gold,136.30
1976-02-26,silver,4.31
1976-02-27,gold,136.50
1976-02-27,silver,4.36
1976-03-01,gold,135.90
1976-03-01,silver,4.31
1976-03-02,gold,135.30
1976-03-02,silver,4.26
1976-03-03,gold,134.90
1976-03-03,silver,4.30
1976-03-04,gold,136.10
1976-03-04,silver,4.36
1976-03-05,gold,137.80
1976-03-05,silver,4.40
1976-03-08,gold,136.70
1976-03-08,silver,4.39
1976-03-09,gold,137.00
1976-03-09,silver,4.41
1976-03-10,gold,137.70
1976-03-10,silver,4.44
1976-03-11,gold,137.40
1976-03-11,silver,4.36
1976-03-12,gold,136.70
1976-03-12,silver,4.36
1976-03-15,gold,136.30
1976-03-15,silver,4.30
1976-03-16,gold,135.90
1976-03-16,silver,4.27
1976-03-17,gold,136.80
1976-03-17,silver,4.33
1976-03-18,gold,136.90
1976-03-18,silver,4.30
1976-03-19,gold,137.60
1976-03-19,silver,4.34
1976-03-22,gold,136.80
1976-03-22,silver,4.28
1976-03-23,gold,136.60
1976-03-23,silver,4.30
1976-03-24,gold,136.20
1976-03-24,silver,4.26
1976-03-25,gold,136.30
1976-03-25,silver,4.22
1976-03-26,gold,132.80
1976-03-26,silver,4.19
1976-03-29,gold,131.70
1976-03-29,silver,4.11
1976-03-30,gold,133.10
1976-03-30,silver,4.17
1976-03-31,gold,132.70
1976-03-31,silver,4.14
1976-04-01,gold,132.70
1976-04-01,silver,4.25
1976-04-02,gold,132.60
1976-04-02,silver,4.21
1976-04-05,gold,130.90
1976-04-05,silver,4.24
1976-04-06,gold,131.30
1976-04-06,silver,4.41
1976-04-07,gold,131.00
1976-04-07,silver,4.30
1976-04-08,gold,132.40
1976-04-08,silver,4.52
1976-04-09,gold,130.50
1976-04-09,silver,4.50
1976-04-12,gold,131.60
1976-04-12,silver,4.66
1976-04-13,gold,131.70
1976-04-13,silver,4.64
1976-04-14,gold,131.30
1976-04-14,silver,4.60
1976-04-15,gold,131.30
1976-04-15,silver,4.65
1976-04-19,gold,132.00
1976-04-19,silver,4.73
1976-04-20,gold,132.10
1976-04-20,silver,4.75
1976-04-21,gold,131.00
1976-04-21,silver,4.65
1976-04-22,gold,131.10
1976-04-22,silver,4.63
1976-04-23,gold,131.10
1976-04-23,silver,4.62
1976-04-26,gold,131.90
1976-04-26,silver,4.58
1976-04-27,gold,132.80
1976-04-27,silver,4.73
1976-04-28,gold,132.10
1976-04-28,silver,4.64
1976-04-29,gold,132.10
1976-04-29,silver,4.64
1976-04-30,gold,132.50
1976-04-30,silver,4.66
1976-05-03,gold,132.50
1976-05-03,silver,4.49
1976-05-04,gold,131.80
1976-05-04,silver,4.41
1976-05-05,gold,131.80
1976-05-05,silver,4.56
1976-05-06,gold,132.70
1976-05-06,silver,4.65
1976-05-07,gold,132.30
1976-05-07,silver,4.72
1976-05-10,gold,132.10
1976-05-10,silver,4.58
1976-05-11,gold,131.90
1976-05-11,silver,4.57
1976-05-12,gold,131.80
1976-05-12,silver,4.62
1976-05-13,gold,131.20
1976-05-13,silver,4.57
1976-05-14,gold,131.10
1976-05-14,silver,4.58
1976-05-17,gold,130.70
1976-05-17,silver,4.50
1976-05-18,gold,130.50
1976-05-18,silver,4.47
1976-05-19,gold,128.60
1976-05-19,silver,4.56
1976-05-20,gold,128.80
1976-05-20,silver,4.65
1976-05-21,gold,129.10
1976-05-21,silver,4.62
1976-05-24,gold,128.50
1976-05-24,silver,4.74
1976-05-25,gold,128.10
1976-05-25,silver,4.71
1976-05-26,gold,130.70
1976-05-26,silver,4.85
1976-05-27,gold,130.80
1976-05-27,silver,4.87
1976-05-28,gold,130.10
1976-05-28,silver,4.88
1976-06-01,gold,132.90
1976-06-01,silver,4.89
1976-06-02,gold,134.40
1976-06-02,silver,4.87
1976-06-03,gold,132.50
1976-06-03,silver,4.88
1976-06-04,gold,131.00
1976-06-04,silver,4.83
1976-06-07,gold,132.00
1976-06-07,silver,4.97
1976-06-08,gold,131.90
1976-06-08,silver,4.93
1976-06-09,gold,131.20
1976-06-09,silver,4.98
1976-06-10,gold,131.00
1976-06-10,silver,5.06
1976-06-11,gold,130.00
1976-06-11,silver,5.10
1976-06-14,gold,130.30
1976-06-14,silver,5.08
1976-06-15,gold,130.10
1976-06-15,silver,4.98
1976-06-16,gold,129.40
1976-06-16,silver,4.97
1976-06-17,gold,130.00
1976-06-17,silver,5.00
1976-06-18,gold,130.10
1976-06-18,silver,5.00
1976-06-21,gold,130.20
1976-06-21,silver,5.00
1976-06-22,gold,128.90
1976-06-22,silver,5.05
1976-06-23,gold,128.30
1976-06-23,silver,4.81
1976-06-24,gold,128.30
1976-06-24,silver,4.95
1976-06-25,gold,128.10
1976-06-25,silver,4.78
1976-06-28,gold,126.20
1976-06-28,silver,4.76
1976-06-29,gold,126.30
1976-06-29,silver,4.86
1976-06-30,gold,126.00
1976-06-30,silver,4.89
1976-07-01,gold,125.80
1976-07-01,silver,5.05
1976-07-02,gold,126.30
1976-07-02,silver,5.06
1976-07-06,gold,126.60
1976-07-06,silver,5.19
1976-07-07,gold,126.40
1976-07-07,silver,5.20
1976-07-08,gold,126.20
1976-07-08,silver,5.14
1976-07-09,gold,125.50
1976-07-09,silver,5.20
1976-07-12,gold,124.70
1976-07-12,silver,5.02
1976-07-13,gold,125.60
1976-07-13,silver,5.05
1976-07-14,gold,125.70
1976-07-14,silver,5.16
1976-07-15,gold,120.00
1976-07-15,silver,4.99
1976-07-16,gold,120.10
1976-07-16,silver,4.80
1976-07-19,gold,114.60
1976-07-19,silver,4.73
1976-07-20,gold,110.90
1976-07-20,silver,4.62
1976-07-21,gold,114.80
1976-07-21,silver,4.68
1976-07-22,gold,113.00
1976-07-22,silver,4.60
1976-07-23,gold,113.30
1976-07-23,silver,4.73
1976-07-26,gold,114.30
1976-07-26,silver,4.67
1976-07-27,gold,115.40
1976-07-27,silver,4.74
1976-07-28,gold,115.20
1976-07-28,silver,4.72
1976-07-29,gold,113.70
1976-07-29,silver,4.68
1976-07-30,gold,114.20
1976-07-30,silver,4.64
1976-08-02,gold,113.30
1976-08-02,silver,4.46
1976-08-03,gold,113.90
1976-08-03,silver,4.41
1976-08-04,gold,114.30
1976-08-04,silver,4.51
1976-08-05,gold,113.30
1976-08-05,silver,4.36
1976-08-06,gold,113.80
1976-08-06,silver,4.37
1976-08-09,gold,113.60
1976-08-09,silver,4.28
1976-08-10,gold,114.70
1976-08-10,silver,4.41
1976-08-11,gold,114.50
1976-08-11,silver,4.47
1976-08-12,gold,113.90
1976-08-12,silver,4.50
1976-08-13,gold,114.50
1976-08-13,silver,4.51
1976-08-16,gold,114.00
1976-08-16,silver,4.48
1976-08-17,gold,112.20
1976-08-17,silver,4.39
1976-08-18,gold,108.80
1976-08-18,silver,4.38
1976-08-19,gold,108.90
1976-08-19,silver,4.50
1976-08-20,gold,108.60
1976-08-20,silver,4.41
1976-08-23,gold,104.50
1976-08-23,silver,4.33
1976-08-24,gold,103.40
1976-08-24,silver,4.21
1976-08-25,gold,106.10
1976-08-25,silver,4.25
1976-08-26,gold,104.90
1976-08-26,silver,4.25
1976-08-27,gold,103.10
1976-08-27,silver,4.25
1976-08-30,gold,102.80
1976-08-30,silver,4.24
1976-08-31,gold,103.20
1976-08-31,silver,4.21
1976-09-01,gold,105.40
1976-09-01,silver,4.39
1976-09-02,gold,105.40
1976-09-02,silver,4.42
1976-09-03,gold,108.00
1976-09-03,silver,4.39
1976-09-07,gold,111.80
1976-09-07,silver,4.53
1976-09-08,gold,112.40
1976-09-08,silver,4.40
1976-09-09,gold,113.90
1976-09-09,silver,4.38
1976-09-10,gold,118.40
1976-09-10,silver,4.26
1976-09-13,gold,114.70
1976-09-13,silver,4.28
1976-09-14,gold,110.80
1976-09-14,silver,4.34
1976-09-15,gold,112.30
1976-09-15,silver,4.32
1976-09-16,gold,114.00
1976-09-16,silver,4.40
1976-09-17,gold,117.50
1976-09-17,silver,4.43
1976-09-20,gold,115.00
1976-09-20,silver,4.38
1976-09-21,gold,119.10
1976-09-21,silver,4.52
1976-09-22,gold,118.50
1976-09-22,silver,4.57
1976-09-23,gold,117.80
1976-09-23,silver,4.54
1976-09-24,gold,118.60
1976-09-24,silver,4.60
1976-09-27,gold,117.70
1976-09-27,silver,4.58
1976-09-28,gold,116.20
1976-09-28,silver,4.51
1976-09-29,gold,116.10
1976-09-29,silver,4.55
1976-09-30,gold,116.10
1976-09-30,silver,4.52
1976-10-01,gold,116.00
1976-10-01,silver,4.52
1976-10-04,gold,114.20
1976-10-04,silver,4.52
1976-10-05,gold,114.50
1976-10-05,silver,4.47
1976-10-06,gold,116.60
1976-10-06,silver,4.46
1976-10-07,gold,115.50
1976-10-07,silver,4.43
1976-10-08,gold,114.00
1976-10-08,silver,4.36
1976-10-11,gold,114.60
1976-10-11,silver,4.28
1976-10-12,gold,114.70
1976-10-12,silver,4.32
1976-10-13,gold,115.00
1976-10-13,silver,4.38
1976-10-14,gold,114.90
1976-10-14,silver,4.31
1976-10-15,gold,117.00
1976-10-15,silver,4.37
1976-10-18,gold,116.90
1976-10-18,silver,4.38
1976-10-19,gold,115.30
1976-10-19,silver,4.37
1976-10-20,gold,114.90
1976-10-20,silver,4.38
1976-10-21,gold,116.30
1976-10-21,silver,4.37
1976-10-22,gold,115.80
1976-10-22,silver,4.32
1976-10-25,gold,116.90
1976-10-25,silver,4.29
1976-10-26,gold,118.40
1976-10-26,silver,4.29
1976-10-27,gold,120.00
1976-10-27,silver,4.46
1976-10-28,gold,125.80
1976-10-28,silver,4.41
1976-10-29,gold,123.80
1976-10-29,silver,4.45
1976-11-01,gold,123.70
1976-11-01,silver,4.45
1976-11-03,gold,125.20
1976-11-03,silver,4.55
1976-11-04,gold,126.00
1976-11-04,silver,4.49
1976-11-05,gold,128.00
1976-11-05,silver,4.52
1976-11-08,gold,133.00
1976-11-08,silver,4.51
1976-11-09,gold,133.20
1976-11-09,silver,4.71
1976-11-10,gold,137.10
1976-11-10,silver,4.81
1976-11-11,gold,135.80
1976-11-11,silver,4.78
1976-11-12,gold,136.90
1976-11-12,silver,4.80
1976-11-15,gold,135.90
1976-11-15,silver,4.57
1976-11-16,gold,133.30
1976-11-16,silver,4.58
1976-11-17,gold,136.90
1976-11-17,silver,4.52
1976-11-18,gold,128.60
1976-11-18,silver,4.51
1976-11-19,gold,130.80
1976-11-19,silver,4.56
1976-11-22,gold,138.30
1976-11-22,silver,4.61
1976-11-23,gold,135.60
1976-11-23,silver,4.56
1976-11-24,gold,136.10
1976-11-24,silver,4.52
1976-11-26,gold,132.60
1976-11-26,silver,4.49
1976-11-29,gold,133.40
1976-11-29,silver,4.55
1976-11-30,gold,132.60
1976-11-30,silver,4.54
1976-12-01,gold,132.20
1976-12-01,silver,4.60
1976-12-02,gold,132.10
1976-12-02,silver,4.58
1976-12-03,gold,133.30
1976-12-03,silver,4.62
1976-12-06,gold,136.00
1976-12-06,silver,4.62
1976-12-07,gold,140.80
1976-12-07,silver,4.54
1976-12-08,gold,138.10
1976-12-08,silver,4.63
1976-12-09,gold,138.60
1976-12-09,silver,4.64
1976-12-10,gold,143.70
1976-12-10,silver,4.62
1976-12-13,gold,140.90
1976-12-13,silver,4.60
1976-12-14,gold,139.00
1976-12-14,silver,4.64
1976-12-15,gold,138.00
1976-12-15,silver,4.59
1976-12-16,gold,139.30
1976-12-16,silver,4.63
1976-12-17,gold,133.90
1976-12-17,silver,4.56
1976-12-20,gold,134.20
1976-12-20,silver,4.57
1976-12-21,gold,137.00
1976-12-21,silver,4.62
1976-12-22,gold,136.20
1976-12-22,silver,4.59
1976-12-23,gold,135.70
1976-12-23,silver,4.61
1976-12-27,gold,138.50
1976-12-27,silver,4.60
1976-12-28,gold,136.50
1976-12-28,silver,4.61
1976-12-29,gold,137.10
1976-12-29,silver,4.61
1976-12-30,gold,137.70
1976-12-30,silver,4.59
1977-01-03,gold,138.20
1977-01-03,silver,4.64
1977-01-04,gold,138.60
1977-01-04,silver,4.65
1977-01-05,gold,137.80
1977-01-05,silver,4.62
1977-01-06,gold,140.80
1977-01-06,silver,4.64
1977-01-07,gold,138.80
1977-01-07,silver,4.56
1977-01-10,gold,127.60
1977-01-10,silver,4.53
1977-01-11,gold,130.70
1977-01-11,silver,4.54
1977-01-12,gold,131.70
1977-01-12,silver,4.57
1977-01-13,gold,132.30
1977-01-13,silver,4.57
1977-01-14,gold,136.90
1977-01-14,silver,4.55
1977-01-17,gold,138.10
1977-01-17,silver,4.62
1977-01-18,gold,132.50
1977-01-18,silver,4.61
1977-01-19,gold,138.70
1977-01-19,silver,4.62
1977-01-20,gold,138.70
1977-01-20,silver,4.64
1977-01-21,gold,133.40
1977-01-21,silver,4.65
1977-01-24,gold,138.50
1977-01-24,silver,4.74
1977-01-25,gold,140.30
1977-01-25,silver,4.74
1977-01-26,gold,132.70
1977-01-26,silver,4.78
1977-01-27,gold,132.20
1977-01-27,silver,4.70
1977-01-28,gold,132.90
1977-01-28,silver,4.69
1977-01-31,gold,138.80
1977-01-31,silver,4.70
1977-02-01,gold,136.00
1977-02-01,silver,4.68
1977-02-02,gold,138.70
1977-02-02,silver,4.71
1977-02-03,gold,137.20
1977-02-03,silver,4.71
1977-02-04,gold,138.70
1977-02-04,silver,4.74
1977-02-07,gold,136.40
1977-02-07,silver,4.75
1977-02-08,gold,140.60
1977-02-08,silver,4.75
1977-02-09,gold,137.10
1977-02-09,silver,4.74
1977-02-10,gold,141.20
1977-02-10,silver,4.71
1977-02-11,gold,141.80
1977-02-11,silver,4.70
1977-02-14,gold,141.40
1977-02-14,silver,4.71
1977-02-15,gold,141.10
1977-02-15,silver,4.69
1977-02-16,gold,142.10
1977-02-16,silver,4.74
1977-02-17,gold,142.60
1977-02-17,silver,4.75
1977-02-18,gold,143.20
1977-02-18,silver,4.75
1977-02-22,gold,141.00
1977-02-22,silver,4.77
1977-02-23,gold,142.00
1977-02-23,silver,4.84
1977-02-24,gold,143.40
1977-02-24,silver,4.83
1977-02-25,gold,143.60
1977-02-25,silver,4.89
1977-02-28,gold,146.00
1977-02-28,silver,4.95
1977-03-01,gold,145.00
1977-03-01,silver,4.97
1977-03-02,gold,148.90
1977-03-02,silver,5.02
1977-03-03,gold,147.50
1977-03-03,silver,4.96
1977-03-04,gold,149.70
1977-03-04,silver,5.08
1977-03-07,gold,149.70
1977-03-07,silver,5.08
1977-03-08,gold,149.60
1977-03-08,silver,5.05
1977-03-09,gold,149.50
1977-03-09,silver,5.08
1977-03-10,gold,148.30
1977-03-10,silver,4.99
1977-03-11,gold,147.70
1977-03-11,silver,5.01
1977-03-14,gold,147.20
1977-03-14,silver,4.99
1977-03-15,gold,149.60
1977-03-15,silver,5.07
1977-03-16,gold,150.70
1977-03-16,silver,5.08
1977-03-17,gold,151.80
1977-03-17,silver,5.10
1977-03-18,gold,152.60
1977-03-18,silver,5.12
1977-03-21,gold,155.30
1977-03-21,silver,5.18
1977-03-22,gold,152.60
1977-03-22,silver,5.11
1977-03-23,gold,155.50
1977-03-23,silver,5.18
1977-03-24,gold,154.60
1977-03-24,silver,5.12
1977-03-25,gold,154.80
1977-03-25,silver,5.07
1977-03-28,gold,151.50
1977-03-28,silver,4.98
1977-03-29,gold,150.20
1977-03-29,silver,5.00
1977-03-30,gold,151.50
1977-03-30,silver,5.01
1977-03-31,gold,151.00
1977-03-31,silver,5.01
1977-04-01,gold,152.20
1977-04-01,silver,5.09
1977-04-04,gold,151.10
1977-04-04,silver,5.04
1977-04-05,gold,147.70
1977-04-05,silver,4.89
1977-04-06,gold,149.00
1977-04-06,silver,4.89
1977-04-07,gold,149.50
1977-04-07,silver,4.94
1977-04-11,gold,150.70
1977-04-11,silver,4.95
1977-04-12,gold,151.30
1977-04-12,silver,4.92
1977-04-13,gold,153.80
1977-04-13,silver,4.95
1977-04-14,gold,153.30
1977-04-14,silver,4.97
1977-04-15,gold,152.70
1977-04-15,silver,5.04
1977-04-18,gold,152.30
1977-04-18,silver,5.05
1977-04-19,gold,151.10
1977-04-19,silver,5.01
1977-04-20,gold,149.20
1977-04-20,silver,4.99
1977-04-21,gold,150.00
1977-04-21,silver,5.01
1977-04-22,gold,150.10
1977-04-22,silver,5.01
1977-04-25,gold,148.30
1977-04-25,silver,4.94
1977-04-26,gold,146.70
1977-04-26,silver,4.94
1977-04-27,gold,146.90
1977-04-27,silver,4.89
1977-04-28,gold,146.20
1977-04-28,silver,4.87
1977-04-29,gold,148.00
1977-04-29,silver,4.93
1977-05-02,gold,149.60
1977-05-02,silver,4.96
1977-05-03,gold,147.90
1977-05-03,silver,4.92
1977-05-04,gold,148.00
1977-05-04,silver,4.90
1977-05-05,gold,147.60
1977-05-05,silver,4.88
1977-05-06,gold,148.50
1977-05-06,silver,4.89
1977-05-09,gold,148.20
1977-05-09,silver,4.90
1977-05-10,gold,148.00
1977-05-10,silver,4.94
1977-05-11,gold,147.50
1977-05-11,silver,4.91
1977-05-12,gold,148.00
1977-05-12,silver,4.94
1977-05-13,gold,148.30
1977-05-13,silver,4.93
1977-05-16,gold,148.50
1977-05-16,silver,4.94
1977-05-17,gold,147.50
1977-05-17,silver,4.90
1977-05-18,gold,146.80
1977-05-18,silver,4.89
1977-05-19,gold,151.50
1977-05-19,silver,4.87
1977-05-20,gold,151.40
1977-05-20,silver,4.79
1977-05-23,gold,149.50
1977-05-23,silver,4.80
1977-05-24,gold,148.20
1977-05-24,silver,4.83
1977-05-25,gold,148.30
1977-05-25,silver,4.71
1977-05-26,gold,146.60
1977-05-26,silver,4.80
1977-05-27,gold,148.10
1977-05-27,silver,4.71
1977-05-31,gold,147.10
1977-05-31,silver,4.70
1977-06-01,gold,147.90
1977-06-01,silver,4.74
1977-06-02,gold,146.40
1977-06-02,silver,4.69
1977-06-03,gold,146.40
1977-06-03,silver,4.74
1977-06-06,gold,147.10
1977-06-06,silver,4.77
1977-06-07,gold,146.40
1977-06-07,silver,4.68
1977-06-08,gold,145.50
1977-06-08,silver,4.58
1977-06-09,gold,143.40
1977-06-09,silver,4.58
1977-06-10,gold,142.10
1977-06-10,silver,4.52
1977-06-13,gold,141.10
1977-06-13,silver,4.54
1977-06-14,gold,140.10
1977-06-14,silver,4.55
1977-06-15,gold,142.90
1977-06-15,silver,4.51
1977-06-16,gold,142.70
1977-06-16,silver,4.59
1977-06-17,gold,143.10
1977-06-17,silver,4.63
1977-06-20,gold,143.50
1977-06-20,silver,4.59
1977-06-21,gold,144.20
1977-06-21,silver,4.63
1977-06-22,gold,143.20
1977-06-22,silver,4.62
1977-06-23,gold,144.10
1977-06-23,silver,4.57
1977-06-24,gold,144.30
1977-06-24,silver,4.60
1977-06-27,gold,147.00
1977-06-27,silver,4.62
1977-06-28,gold,145.50
1977-06-28,silver,4.68
1977-06-29,gold,146.20
1977-06-29,silver,4.72
1977-06-30,gold,146.10
1977-06-30,silver,4.60
1977-07-01,gold,144.40
1977-07-01,silver,4.59
1977-07-05,gold,143.10
1977-07-05,silver,4.59
1977-07-06,gold,143.60
1977-07-06,silver,4.62
1977-07-07,gold,144.30
1977-07-07,silver,4.59
1977-07-08,gold,144.70
1977-07-08,silver,4.60
1977-07-11,gold,143.90
1977-07-11,silver,4.64
1977-07-12,gold,145.90
1977-07-12,silver,4.66
1977-07-13,gold,147.50
1977-07-13,silver,4.70
1977-07-15,gold,147.20
1977-07-15,silver,4.72
1977-07-18,gold,148.30
1977-07-18,silver,4.71
1977-07-19,gold,147.70
1977-07-19,silver,4.78
1977-07-20,gold,147.30
1977-07-20,silver,4.75
1977-07-21,gold,146.60
1977-07-21,silver,4.73
1977-07-22,gold,147.70
1977-07-22,silver,4.76
1977-07-25,gold,149.70
1977-07-25,silver,4.86
1977-07-26,gold,149.10
1977-07-26,silver,4.78
1977-07-27,gold,147.80
1977-07-27,silver,4.72
1977-07-28,gold,146.40
1977-07-28,silver,4.67
1977-07-29,gold,147.10
1977-07-29,silver,4.67
1977-08-01,gold,148.20
1977-08-01,silver,4.67
1977-08-02,gold,148.30
1977-08-02,silver,4.75
1977-08-03,gold,149.10
1977-08-03,silver,4.78
1977-08-04,gold,148.60
1977-08-04,silver,4.76
1977-08-05,gold,149.20
1977-08-05,silver,4.78
1977-08-08,gold,149.30
1977-08-08,silver,4.66
1977-08-09,gold,148.50
1977-08-09,silver,4.64
1977-08-10,gold,148.60
1977-08-10,silver,4.64
1977-08-11,gold,148.60
1977-08-11,silver,4.61
1977-08-12,gold,146.00
1977-08-12,silver,4.51
1977-08-15,gold,144.70
1977-08-15,silver,4.40
1977-08-16,gold,145.90
1977-08-16,silver,4.45
1977-08-17,gold,146.40
1977-08-17,silver,4.45
1977-08-18,gold,147.00
1977-08-18,silver,4.49
1977-08-19,gold,146.80
1977-08-19,silver,4.49
1977-08-22,gold,146.20
1977-08-22,silver,4.44
1977-08-23,gold,146.40
1977-08-23,silver,4.47
1977-08-24,gold,146.90
1977-08-24,silver,4.47
1977-08-25,gold,146.40
1977-08-25,silver,4.44
1977-08-26,gold,148.60
1977-08-26,silver,4.48
1977-08-29,gold,148.10
1977-08-29,silver,4.46
1977-08-30,gold,148.50
1977-08-30,silver,4.54
1977-08-31,gold,148.10
1977-08-31,silver,4.54
1977-09-01,gold,148.30
1977-09-01,silver,4.53
1977-09-02,gold,150.80
1977-09-02,silver,4.58
1977-09-06,gold,149.30
1977-09-06,silver,4.54
1977-09-07,gold,150.60
1977-09-07,silver,4.58
1977-09-08,gold,149.40
1977-09-08,silver,4.52
1977-09-09,gold,150.40
1977-09-09,silver,4.54
1977-09-12,gold,150.30
1977-09-12,silver,4.51
1977-09-13,gold,150.00
1977-09-13,silver,4.50
1977-09-14,gold,150.40
1977-09-14,silver,4.51
1977-09-15,gold,150.30
1977-09-15,silver,4.54
1977-09-16,gold,151.50
1977-09-16,silver,4.62
1977-09-19,gold,152.00
1977-09-19,silver,4.74
1977-09-20,gold,153.50
1977-09-20,silver,4.67
1977-09-21,gold,154.00
1977-09-21,silver,4.80
1977-09-22,gold,154.10
1977-09-22,silver,4.78
1977-09-23,gold,154.00
1977-09-23,silver,4.76
1977-09-26,gold,155.90
1977-09-26,silver,4.83
1977-09-27,gold,155.30
1977-09-27,silver,4.80
1977-09-28,gold,155.60
1977-09-28,silver,4.80
1977-09-29,gold,156.00
1977-09-29,silver,4.83
1977-09-30,gold,156.40
1977-09-30,silver,4.83
1977-10-03,gold,157.80
1977-10-03,silver,4.85
1977-10-04,gold,157.80
1977-10-04,silver,4.87
1977-10-05,gold,156.80
1977-10-05,silver,4.83
1977-10-06,gold,155.50
1977-10-06,silver,4.83
1977-10-07,gold,157.30
1977-10-07,silver,4.84
1977-10-10,gold,159.00
1977-10-10,silver,4.94
1977-10-11,gold,160.20
1977-10-11,silver,4.98
1977-10-12,gold,160.00
1977-10-12,silver,4.97
1977-10-13,gold,159.50
1977-10-13,silver,4.93
1977-10-14,gold,162.10
1977-10-14,silver,5.01
1977-10-17,gold,164.10
1977-10-17,silver,5.04
1977-10-18,gold,162.60
1977-10-18,silver,5.01
1977-10-19,gold,160.20
1977-10-19,silver,4.96
1977-10-20,gold,162.50
1977-10-20,silver,4.97
1977-10-21,gold,164.30
1977-10-21,silver,5.01
1977-10-24,gold,166.60
1977-10-24,silver,5.08
1977-10-25,gold,166.50
1977-10-25,silver,5.07
1977-10-26,gold,164.10
1977-10-26,silver,5.02
1977-10-27,gold,161.70
1977-10-27,silver,4.92
1977-10-28,gold,162.00
1977-10-28,silver,5.00
1977-10-31,gold,162.70
1977-10-31,silver,5.16
1977-11-01,gold,163.60
1977-11-01,silver,5.04
1977-11-02,gold,163.40
1977-11-02,silver,5.01
1977-11-03,gold,166.10
1977-11-03,silver,5.29
1977-11-04,gold,168.30
1977-11-04,silver,5.05
1977-11-07,gold,166.20
1977-11-07,silver,5.19
1977-11-08,gold,167.50
